Codigo,Nombre del producto,Sku,Se puede comprar,Se puede vender,Se puede regalar,Condiciones para regalarlo,Tipo de producto,Estatus,Línea,Estilo,Tipo de Linea de producción,Tipo de Producto,Color,Sexo,Talla,Liso o Contrastado,"Tipo de tela ( poner el codigo de la tela que usan para producto. Si no tienen codigo, ver campo A)",Peso (gramos) con bolsa,Código de barras,Referencia interna- Opcional-,Colchón de insumos en %,Minimo a Producir,Tiempo de Reabastecimiento de Insumos,Punto de Reorden de Insumos,ubicación en Picking,Cantidad de operaciones,Punto de Reorden (a calcular),Máximos por producir,Multiplo de producción,Tiempo de producción (SAM),Comportamiento de ventas,Categoria,Amigos/Enemigos,Complejidad,Número de vivos,Vivos/ No vivos,Minimo en inventario en piezas-  en días de rotación- RITMO CRUCERO,RITMO INICIAL,RITMO ESTANQUE,RITMO FIN DE CICLO,Familia de medida compra,Unidad de medida,Familia de medida uso,Unidad de medida uso,unidad de conversión,Edición Limitada,% Descuento,Liquidaciones,Aplica cambio ,Costo de Compra,Precios de Irregulares,Promedio de Ventas,Stock Máximo   ,Colchon,Precio mínimo de venta,Precio de Mayoreo,Descripción para internet- Vendelo,Tipo de seguimiento,Tipo de Prenda
EH202-001-XXL,Bata Medica Caballero Blanca,EH202-001-XXL,No,Si,Si,N/A,Almacenable,Activo,Experto,A705,Bata,Bata,001-BLANCO,Caballero,XXL,Liso,T/C-WHITE,0.585,EH202001XXL,,,,,,,43,,,24,20.70,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,62.183006,150,0.09,144,20%, $550.00 , $370.00 ,"Bata médica de alta calidad, cómoda para los expertos y profesionales de la salud. Sus diferentes bolsas, te proporcionarán el espacio necesario haciendo de tus jornadas, las mejores.",Lote,Bata
EH202-027-L,Bata Medica Caballero Naval,EH202-027-L,No,Si,Si,N/A,Almacenable,Inactivo,Experto,A706,Bata,Bata,027-NAVAL,Caballero,L ,Liso,T/C-19-4027TCX-ESTATE BLUE,0.510,EH202027L ,,,,,,,43,,,24,20.70,,,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.630289,150,,144,20%, $550.00 , $370.00 ,N/A,Lote,Bata
EH202-027-M,Bata Medica Caballero Naval,EH202-027-M,No,Si,Si,N/A,Almacenable,Inactivo,Experto,A707,Bata,Bata,027-NAVAL,Caballero,M ,Liso,T/C-19-4027TCX-ESTATE BLUE,0.480,EH202027M ,,,,,,,43,,,24,20.70,,,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.630289,150,,144,20%, $550.00 , $370.00 ,N/A,Lote,Bata
EH202-027-S,Bata Medica Caballero Naval,EH202-027-S,No,Si,Si,N/A,Almacenable,Inactivo,Experto,A708,Bata,Bata,027-NAVAL,Caballero,S,Liso,T/C-19-4027TCX-ESTATE BLUE,0.460,EH202027S,,,,,,,43,,,24,20.70,,,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.630289,150,,144,20%, $550.00 , $370.00 ,N/A,Lote,Bata
EH202-027-XS,Bata Medica Caballero Naval,EH202-027-XS,No,Si,Si,N/A,Almacenable,Inactivo,Experto,A709,Bata,Bata,027-NAVAL,Caballero,XS,Liso,T/C-19-4027TCX-ESTATE BLUE,0.450,EH202027XS,,,,,,,43,,,24,20.70,,,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.630289,150,,144,20%, $550.00 , $370.00 ,N/A,Lote,Bata
EH202-027-XL,Bata Medica Caballero Naval,EH202-027-XL,No,Si,Si,N/A,Almacenable,Inactivo,Experto,A710,Bata,Bata,027-NAVAL,Caballero,XL,Liso,T/C-19-4027TCX-ESTATE BLUE,0.545,EH202027XL,,,,,,,43,,,24,20.70,,,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.630289,150,,144,20%, $550.00 , $370.00 ,N/A,Lote,Bata
EH202-027-XXL,Bata Medica Caballero Naval,EH202-027-XXL,No,Si,Si,N/A,Almacenable,Inactivo,Experto,A711,Bata,Bata,027-NAVAL,Caballero,XXL,Liso,T/C-19-4027TCX-ESTATE BLUE,0.585,EH202027XXL,,,,,,,43,,,24,20.70,,,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,66.630289,150,,144,20%, $550.00 , $370.00 ,N/A,Lote,Bata
EH203-001-L,Bata Caballero Blanco,EH203-001-L,No,Si,Si,N/A,Almacenable,Activo,Experto,A712,Bata,Bata,001-BLANCO,Caballero,L ,Liso,T/C-WHITE,0.575,EH203001L ,,,,,,,38,,,24,18.90,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,73.273215,150,0.21,72,20%, $600.00 , $385.00 ,"Clásica y moderna, es una bata quirúrgica diseñada para los expertos de la salud. Luce increíble y cómodo, con las diferentes bolsas que posee, no perderás nada importante en tus jornadas.",Lote,Bata
EH203-001-M,Bata Caballero Blanco,EH203-001-M,No,Si,Si,N/A,Almacenable,Activo,Experto,A713,Bata,Bata,001-BLANCO,Caballero,M ,Liso,T/C-WHITE,0.545,EH203001M ,,,,,,,38,,,24,18.90,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,74.828969,150,0.34,72,20%, $600.00 , $385.00 ,"Clásica y moderna, es una bata quirúrgica diseñada para los expertos de la salud. Luce increíble y cómodo, con las diferentes bolsas que posee, no perderás nada importante en tus jornadas.",Lote,Bata
EH203-001-S,Bata Caballero Blanco,EH203-001-S,No,Si,Si,N/A,Almacenable,Activo,Experto,A714,Bata,Bata,001-BLANCO,Caballero,S,Liso,T/C-WHITE,0.510,EH203001S,,,,,,,38,,,24,18.90,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,69.942349,150,0.22,72,20%, $600.00 , $385.00 ,"Clásica y moderna, es una bata quirúrgica diseñada para los expertos de la salud. Luce increíble y cómodo, con las diferentes bolsas que posee, no perderás nada importante en tus jornadas.",Lote,Bata
EH203-001-XS,Bata Caballero Blanco,EH203-001-XS,No,Si,Si,N/A,Almacenable,Activo,Experto,A715,Bata,Bata,001-BLANCO,Caballero,XS,Liso,T/C-WHITE,0.485,EH203001XS,,,,,,,38,,,24,18.90,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,71.703249,150,0.06,72,20%, $600.00 , $385.00 ,"Clásica y moderna, es una bata quirúrgica diseñada para los expertos de la salud. Luce increíble y cómodo, con las diferentes bolsas que posee, no perderás nada importante en tus jornadas.",Lote,Bata
EH203-001-XL,Bata Caballero Blanco,EH203-001-XL,No,Si,Si,N/A,Almacenable,Activo,Experto,A716,Bata,Bata,001-BLANCO,Caballero,XL,Liso,T/C-WHITE,0.610,EH203001XL,,,,,,,38,,,24,18.90,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,67.093895,150,0.11,72,20%, $600.00 , $385.00 ,"Clásica y moderna, es una bata quirúrgica diseñada para los expertos de la salud. Luce increíble y cómodo, con las diferentes bolsas que posee, no perderás nada importante en tus jornadas.",Lote,Bata
EH203-001-XXL,Bata Caballero Blanco,EH203-001-XXL,No,Si,Si,N/A,Almacenable,Activo,Experto,A717,Bata,Bata,001-BLANCO,Caballero,XXL,Liso,T/C-WHITE,0.485,EH203001XXL,,,,,,,38,,,24,18.90,Estable,B,De todos ,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,70.163747,150,0.04,72,20%, $600.00 , $385.00 ,"Clásica y moderna, es una bata quirúrgica diseñada para los expertos de la salud. Luce increíble y cómodo, con las diferentes bolsas que posee, no perderás nada importante en tus jornadas.",Lote,Bata
AGM002-024-L,Gorrito QX Celta mujer,AGM002-024-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A718,Gorritos,Gorro,024-CELTA,Mujer,L ,Liso, TTR-17-5024TCX-TEAL BLUE,0.045,AGM002L024,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,144,20%, $199.00 , $150.00 ,"Muevéte con libertad, con un corte stretch ajustable a todo tipo de cabello, manténte fresca gracias a su tela transpirable.",Lote,Gorritos
AGM002-203-L,Gorrito QX Ceniza mujer,AGM002-203-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A719,Gorritos,Gorro,203-CENIZA,Mujer,L ,Liso,TTR-18-5203TCX-PEWTER,0.045,AGM002L203,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,144,20%, $199.00 , $150.00 ,"Mántente segura y fresca, gracias a su tela transpirable que lo vuelven el complemento ideal para tu scrub.",Lote,Gorritos
AGM002-027-L,Gorrito QX Naval mujer,AGM002-027-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A720,Gorritos,Gorro,027-NAVAL,Mujer,L ,Liso,TTR-19-4027TCX-MEDIEVAL,0.045,AGM002L027,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,144,20%, $199.00 , $150.00 ,"El complemento ideal para tu scrub, transpirable y fresco, un look a la medida de las audaces como tú.",Lote,Gorritos
AGM002-001-L,Gorrito QX Blanco mujer,AGM002-001-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A721,Gorritos,Gorro,001-BLANCO,Mujer,L ,Liso,TTR-WHIT,0.045,AGM002L001,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,144,20%, $199.00 , $150.00 ,Luce elegante a través de este clásico que además de darte la seguridad al moverte es ideal para todo tipo de cabello.,Lote,Gorritos
AGM002-570-L,Gorrito QX Negro mujer,AGM002-570-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A722,Gorritos,Gorro,570-NEGRO,Mujer,L ,Liso,TTR-19-570TCX-BLACK,0.045,AGM002L570,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,144,20%, $199.00 , $150.00 ,"Ideal para todo tipo de cabello, portálo con elegancia, además su tela transpirable te dará la frescura que necesitas en los días más retadores.",Lote,Gorritos
AGM002-024-S,Gorrito QX Celta mujer,AGM002-024-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A723,Gorritos,Gorro,024-CELTA,Mujer,S,Liso, TTR-17-5024TCX-TEAL BLUE,0.045,AGM002S024,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,216,20%, $199.00 , $150.00 ,"Muevéte con libertad, con un corte stretch ajustable a todo tipo de cabello, manténte fresca gracias a su tela transpirable.",Lote,Gorritos
AGM002-203-S,Gorrito QX Ceniza mujer,AGM002-203-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A724,Gorritos,Gorro,203-CENIZA,Mujer,S,Liso,TTR-18-5203TCX-PEWTER,0.045,AGM002S203,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,216,20%, $199.00 , $150.00 ,"Mántente segura y fresca, gracias a su tela transpirable que lo vuelven el complemento ideal para tu scrub.",Lote,Gorritos
AGM002-027-S,Gorrito QX Naval mujer,AGM002-027-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A725,Gorritos,Gorro,027-NAVAL,Mujer,S,Liso,TTR-19-4027TCX-MEDIEVAL,0.045,AGM002S027,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,216,20%, $199.00 , $150.00 ,"El complemento ideal para tu scrub, transpirable y fresco, un look a la medida de las audaces como tú.",Lote,Gorritos
AGM002-001-S,Gorrito QX Blanco mujer,AGM002-001-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A726,Gorritos,Gorro,001-BLANCO,Mujer,S,Liso,TTR-WHIT,0.045,AGM002S001,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,216,20%, $199.00 , $150.00 ,Luce elegante a través de este clásico que además de darte la seguridad al moverte es ideal para todo tipo de cabello.,Lote,Gorritos
AGM002-570-S,Gorrito QX Negro mujer,AGM002-570-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A727,Gorritos,Gorro,570-NEGRO,Mujer,S,Liso,TTR-19-570TCX-BLACK,0.045,AGM002S570,,,,,,,11,,,24,4.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.819028,,,216,20%, $199.00 , $150.00 ,"Ideal para todo tipo de cabello, portálo con elegancia, además su tela transpirable te dará la frescura que necesitas en los días más retadores.",Lote,Gorritos
AGU001-027-L,Gorrito QX Lava Unisex,AGU001-027-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A728,Gorritos,Gorro,027-NAVAL,Unisex,L ,Liso,TTR-19-4027TCX-MEDIEVAL,0.040,AGU001L027,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,144,20%, $199.00 , $150.00 ,"Tecnología innovadora que te permite mantenerte fresco y sin sudor durante tus jornadas, color que transmite la tranquilidad que tus pacientes necesitan",Lote,Gorritos
AGU001-664-L,Gorrito QX Ceniza Unisex,AGU001-664-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A729,Gorritos,Gorro,664-FIRE RED,Unisex,L ,Liso,TTR-18-1664-TCX-FIERY RED,0.040,AGU001L664,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,144,20%, $199.00 , $150.00 ,"Irradia la pasión por lo que haces con este corte que te mantendrá fresco para realizar tu trabajo, gracias a su tela transpirable.",Lote,Gorritos
AGU001-203-L,Gorrito QX Naval Unisex,AGU001-203-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A730,Gorritos,Gorro,203-CENIZA,Unisex,L ,Liso,TTR-18-5203TCX-PEWTER,0.040,AGU001L203,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,144,20%, $199.00 , $150.00 ,"Luce elegante con este complemento para tu scrub que además de ser transpirable, es cómodo de llevar a todas partes.",Lote,Gorritos
AGU001-001-L,Gorrito QX Blanco Unisex,AGU001-001-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A731,Gorritos,Gorro,001-BLANCO,Unisex,L ,Liso,TTR-WHIT,0.040,AGU001L001,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,144,20%, $199.00 , $150.00 ,"Un clásico que no puede faltar, transmite un look limpio, tela transpirable que te mantendrá seco y cómodo durante tus cirugías.",Lote,Gorritos
AGU001-570-L,Gorrito QX Negro Unisex,AGU001-570-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A732,Gorritos,Gorro,570-NEGRO,Unisex,L ,Liso,TTR-19-570TCX-BLACK,0.040,AGU001L570,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,144,20%, $199.00 , $150.00 ,"El negro que inspira tu profesionalidad, transpirable e ideal al absorber el sudor que provocan esas arduas jornadas.",Lote,Gorritos
AGU001-027-S,Gorrito QX Lava Unisex,AGU001-027-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A733,Gorritos,Gorro,027-NAVAL,Unisex,S,Liso,TTR-19-4027TCX-MEDIEVAL,0.040,AGU001S027,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,216,20%, $199.00 , $150.00 ,"Tecnología innovadora que te permite mantenerte fresco y sin sudor durante tus jornadas, color que transmite la tranquilidad que tus pacientes necesitan",Lote,Gorritos
AGU001-664-S,Gorrito QX Ceniza Unisex,AGU001-664-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A734,Gorritos,Gorro,664-FIRE RED,Unisex,S,Liso,TTR-18-1664-TCX-FIERY RED,0.040,AGU001S664,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,216,20%, $199.00 , $150.00 ,"Irradia la pasión por lo que haces con este corte que te mantendrá fresco para realizar tu trabajo, gracias a su tela transpirable.",Lote,Gorritos
AGU001-203-S,Gorrito QX Naval Unisex,AGU001-203-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A735,Gorritos,Gorro,203-CENIZA,Unisex,S,Liso,TTR-18-5203TCX-PEWTER,0.040,AGU001S203,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,216,20%, $199.00 , $150.00 ,"Luce elegante con este complemento para tu scrub que además de ser transpirable, es cómodo de llevar a todas partes.",Lote,Gorritos
AGU001-001-S,Gorrito QX Blanco Unisex,AGU001-001-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A736,Gorritos,Gorro,001-BLANCO,Unisex,S,Liso,TTR-WHIT,0.040,AGU001S001,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,216,20%, $199.00 , $150.00 ,"Un clásico que no puede faltar, transmite un look limpio, tela transpirable que te mantendrá seco y cómodo durante tus cirugías.",Lote,Gorritos
AGU001-570-S,Gorrito QX Negro Unisex,AGU001-570-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A737,Gorritos,Gorro,570-NEGRO,Unisex,S,Liso,TTR-19-570TCX-BLACK,0.040,AGU001S570,,,,,,,13,,,24,5.10,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.442766,,,216,20%, $199.00 , $150.00 ,"El negro que inspira tu profesionalidad, transpirable e ideal al absorber el sudor que provocan esas arduas jornadas.",Lote,Gorritos
M501-BLAC,Cubrebocas Negro Paquete 3 pzas,M501-BLAC,No,Si,Si,N/A,Almacenable,Activo,Audaz,A738,Cubrebocas,Cubrebocas,570-NEGRO,Unisex,BLAC,Liso,TTR-19-570TCX-BLACK,0.050,,,,,,,,14,,,12,5.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,10.011499,,,,20%, $199.00 ,,¡Encuentra el fit perfecto!,Lote,Cubrebocas
M501-NAVY,Cubrebocas Naval Paquete 3 pzas,M501-NAVY,No,Si,Si,N/A,Almacenable,Activo,Audaz,A739,Cubrebocas,Cubrebocas,027-NAVAL,Unisex,NAVY,Liso,TTR-19-4027TCX-MEDIEVAL,0.050,,,,,,,,14,,,12,5.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,9.419317,,,,20%, $199.00 ,,¡Encuentra el fit perfecto!,Lote,Cubrebocas
M501-203,Cubrebocas Ceniza Paquete 3 pzas,M501-203,No,Si,Si,N/A,Almacenable,Activo,Audaz,A740,Cubrebocas,Cubrebocas,203-CENIZA,Unisex,203,Liso,TTR-18-5203TCX-PEWTER,0.050,,,,,,,,14,,,12,5.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,10.505433,,,,20%, $199.00 ,,¡Encuentra el fit perfecto!,Lote,Cubrebocas
M501-CEIL,Cubrebocas Celta Paquete 3 pzas,M501-CEIL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A741,Cubrebocas,Cubrebocas,024-CELTA,Unisex,CEIL,Liso, TTR-17-5024TCX-TEAL BLUE,0.050,,,,,,,,14,,,12,5.65,Estable,B,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,6.014947,,,,20%, $199.00 ,,¡Encuentra el fit perfecto!,Lote,Cubrebocas
M501-WHIT,Cubrebocas Blanco Paquete 3 pzas,M501-WHIT,No,Si,Si,N/A,Almacenable,Inactivo,Audaz,A742,Cubrebocas,Cubrebocas,001-BLANCO,Unisex,WHIT,Liso,TTR-WHIT,0.050,,,,,,,,14,,,12,5.65,,,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,6.878879,,,,20%, $199.00 ,,¡Encuentra el fit perfecto!,Lote,Cubrebocas
M502-024,Cubrebocas Niño Celta Paquete 3 pzas,M502-024,No,Si,Si,N/A,Almacenable,Inactivo,Audaz,A743,Cubrebocas,Cubrebocas,024-CELTA,Niiño,24,Contrastado, TTR-17-5024TCX-TEAL BLUE,0.030,,,,,,,,14,,,12,5.65,,,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,11.41,,,,20%, $199.00 ,,¡Encuentra el fit perfecto!,Lote,Cubrebocas
M502-027,Cubrebocas Niño Naval Paquete 3 pzas,M502-027,No,Si,Si,N/A,Almacenable,Inactivo,Audaz,A744,Cubrebocas,Cubrebocas,027-NAVAL,Niiño,27,Contrastado,TTR-19-4027TCX-MEDIEVAL,0.030,,,,,,,,14,,,12,5.65,,,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,11.41,,,,20%, $199.00 ,,¡Encuentra el fit perfecto!,Lote,Cubrebocas
M502-PINK,Cubrebocas Niña Rosa Paquete 3 pzas,M502-PINK,No,Si,Si,N/A,Almacenable,Inactivo,Audaz,A745,Cubrebocas,Cubrebocas,Pink,Niña,PINK,Contrastado,TTR,0.030,,,,,,,,14,,,12,5.65,,,0,1,,,,,,,N/A,pz,unidades,pz,N/A,,,,SI,11.41,,,,20%, $199.00 ,,¡Encuentra el fit perfecto!,Lote,Cubrebocas
RF009-518-XXS,Top Rafaga Mujer Air,RF009-518-XXS,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A746,Top,TOP,518-ROSSETE/ AIR,Mujer,XXS,Liso,TTR-19-1518 ROSETTE,,RF009518XXS,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-518-XS,Top Rafaga Mujer Air,RF009-518-XS,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A747,Top,TOP,518-ROSSETE/ AIR,Mujer,XS,Liso,TTR-19-1518 ROSETTE,,RF009518XS,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-518-S,Top Rafaga Mujer Air,RF009-518-S,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A748,Top,TOP,518-ROSSETE/ AIR,Mujer,S,Liso,TTR-19-1518 ROSETTE,,RF009518S,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-518-M,Top Rafaga Mujer Air,RF009-518-M,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A749,Top,TOP,518-ROSSETE/ AIR,Mujer,M,Liso,TTR-19-1518 ROSETTE,,RF009518M,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-518-L,Top Rafaga Mujer Air,RF009-518-L,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A750,Top,TOP,518-ROSSETE/ AIR,Mujer,L,Liso,TTR-19-1518 ROSETTE,,RF009518L,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-518-XL,Top Rafaga Mujer Air,RF009-518-XL,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A751,Top,TOP,518-ROSSETE/ AIR,Mujer,XL,Liso,TTR-19-1518 ROSETTE,,RF009518XL,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-532-XXS,Top Rafaga Mujer Tornado,RF009-532-XXS,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A752,Top,TOP,532-TORNADO /TOMATO,Mujer,XXS,Liso,TTR-19-1532 TOMATO,,RF009532XXS,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-532-XS,Top Rafaga Mujer Tornado,RF009-532-XS,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A753,Top,TOP,532-TORNADO /TOMATO,Mujer,XS,Liso,TTR-19-1532 TOMATO,,RF009532XS,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-532-S,Top Rafaga Mujer Tornado,RF009-532-S,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A754,Top,TOP,532-TORNADO /TOMATO,Mujer,S,Liso,TTR-19-1532 TOMATO,,RF009532S,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-532-M,Top Rafaga Mujer Tornado,RF009-532-M,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A755,Top,TOP,532-TORNADO /TOMATO,Mujer,M,Liso,TTR-19-1532 TOMATO,,RF009532M,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-532-L,Top Rafaga Mujer Tornado,RF009-532-L,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A756,Top,TOP,532-TORNADO /TOMATO,Mujer,L,Liso,TTR-19-1532 TOMATO,,RF009532L,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-532-XL,Top Rafaga Mujer Tornado,RF009-532-XL,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A757,Top,TOP,532-TORNADO /TOMATO,Mujer,XL,Liso,TTR-19-1532 TOMATO,,RF009532XL,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-316-XXS,Top Rafaga Mujer Breeze,RF009-316-XXS,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A758,Top,TOP,316-OLIVE/ BREEZE,Mujer,XXS,Liso,TTR-19-316 BREEZE,,RF009316XXS,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-316-XS,Top Rafaga Mujer Breeze,RF009-316-XS,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A759,Top,TOP,316-OLIVE/ BREEZE,Mujer,XS,Liso,TTR-19-316 BREEZE,,RF009316XS,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
RF009-316-S,Top Rafaga Mujer Breeze,RF009-316-S,No,Si,Si,N/A,Almacenable,Activo,RAFAGA,A760,Top,TOP,316-OLIVE/ BREEZE,Mujer,S,Liso,TTR-19-316 BREEZE,,RF009316S,,,,,,,,,,12,17.30,,,,,,,,,,,N/A,pz,unidades,pz,N/A,,,,,,,,,, $570.00 , $395.00 ,,Lote,Top
